"uid","do_extid","do_aktid","do_titel","do_datum_start","do_datum_ende","do_ausstellungsort","do_umfang","do_band","do_bemerkung","do_edition","do_sperrfrist","do_sperrgrund","do_sperre_ende","do_entnommen","do_verz_protokoll","do_microfilm","do_reg_sgnatur","do_update","do_create","do_systematik1","do_systematik2","do_archivsignatur_alt","do_enthaelt","do_darin","do_aktentitel","do_beschreibung","do_verweis","do_kontext_link","do_transkription_link","do_reservefeld","do_dateiname","do_idart","do_teaserheadline","do_teaserbild","do_teasertext","do_urn"
"2868","1377","1369","Der Domdechant zu Magdeburg schreibt an Clemens Strathen, Abt des Klosters Berge, Johann Kerk von Schwarzbach, Dechant des Kapitels St. Sebastian in Magdeburg, Caspar Friedrich von der Schulenburg, Dechant des Kapitels St. Nikolai in Magdeburg, und Magister David Kühn, Möllenvogt zu Magdeburg, die einer am 2. April 1608 eingesetzten Kommission angehören, die den Streit zwischen Abel von Brösicke und den Erben des Peter Giebenden beilegen soll. Er fordert sie auf, Abel von Brösigke zu befriedigen, damit er nicht weiter mit dem Falle belästigt werde, Halle, 23. Mai 1608.","1608-05-12","1608-05-23","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 8v-9r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1377-1.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503070720438.075192744875"
"2869","1378","1370","Der Magdeburger Bürger Abel von Brösigke beschwert sich bei Markgraf Christian Wilhelm von Brandenburg, postuliertem Administrator des Erzstifts Magdeburg, dass ihm die Erben des Peter Giebenden bzw. ihre Vormünder noch immer mehrere Tausend Taler schulden. Zwar sei ihm zur Begleichung der Schulden mit Einverständnis des Abtes des Klosters Berge, Clemens Strathen, das Gut Prester als Pfand eingeräumt worden, doch warte er seit Jahren auf eine Auszahlung von Erträgen. Auch der Verkauf das Guts sei gescheitert. Er bittet ihn, den Möllenvogt zu Magdeburg anzuweisen, ihm das Gut Prester vollständig zu übertragen, 11. Oktober 1608.","1608-10-11","1608-10-11","Landesarchiv Sachsen-Anhalt","10 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 9v-14r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1378-1.jpg;1378-2.jpg;1378-3.jpg;1378-4.jpg;1378-5.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503070721002.952246286318"
"2870","1379","1371","Magister David Kühn, Möllenvogt zu Magdeburg, Clemens Strathan, Abt des Klosters Berge, Johann Kerk von Schwarzbach, Dechant des Kapitels St. Sebastian in Magdeburg, und Caspar Friedrich von der Schulenburg, Dechant des Kapitels St. Nikolai in Magdeburg, entscheiden als Kommissare im Rechtsstreit zwischen Abel von Brösicke, Kläger, und den Erben des Peter Giebenden und ihren Vormündern, Beklagte, dass die Beklagten an den Kläger die ausstehenden Schulden samt Zinsen in Höhe von 6.481 Talern zu zahlen verpflichtet sind. Das die Vormünder einem Verkauf des als Pfand eingeräumten Gutes Prester für 4.000 Taler abgelehnt haben, wird ihnen eingeräumt, das Gut selbst für 5.000 Taler zu kaufen, wozu ihnen eine Frist eingeräumt wird, Magdeburg, 13. Juli 1608","1608-07-13","1608-07-13","Landesarchiv Sachsen-Anhalt","6 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 14v-17r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1379-1.jpg;1379-2.jpg;1379-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503070721178.629207856064"
"2871","1380","1372","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, teilt Magister David Kühn, seinem Möllenvogt zu Magdeburg mit, dass, wenn die Vormünder der Erben des Peter Giebenden keinen Käufer für das Gut Prester binnen der eingeräumten Frist finden, das Gut an Abel von Brösigke zur Begleichung der ausstehenden Schulden zu übergeben ist, Halle, 14. Oktober 1608.","1608-10-14","1608-10-14","Landesarchiv Sachsen-Anhalt","3 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 17v-18v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1380-1.jpg;1380-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260656426.662635968703"
"2872","1381","1373","Der Magdeburger Bürger Abel von Brösigke bittet Markgraf Christian Wilhelm von Brandenburg, postulierten Administrator des Erzstifts Magdeburg, dem Schultheiß und den Schöppen der Stadt Magdeburg zu befehlen, dass sie die Erben des Peter Giebenden verpflichten, die ausstehenden Schulden in Höhe von 6.481 Talern zu begleichen, 11. Oktober 1608.","1608-10-11","1608-10-11","Landesarchiv Sachsen-Anhalt","5 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 18v-20v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1381-1.jpg;1381-2.jpg;1381-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260656563.461911920032"
"2873","1382","1374","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, befiehlt dem Schultheiß der Stadt Magdeburg, auf die Vormünder der Erben des Peter Giebenden dahingehend einzuwirken, dass Abel von Brösigke befriedigt wird, Halle, 14. Oktober 1608","1608-10-14","1608-10-14","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 23r-23v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1382-1.jpg;1382-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260657094.159403695195"
"2874","1383","1375","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, befiehlt Magister David Kühn, seinem Möllenvogt zu Magdeburg, dass er die Vormünder der Erben des Peter Giebenden vorlädt und ihnen auferlegt, einen Käufer für das Gut Prester zu finden, damit Abel von Brösigke befriedigt wird. Sollte kein Käufer vorgeschlagen, solle er Abel von Brösigke das Gut zu erblichem Eigentum übergeben, Oebisfelde, 19. November 1608.","1608-11-18","1608-11-18","Landesarchiv Sachsen-Anhalt","4 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 23v-25v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1383-1.jpg;1383-2.jpg;1383-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260657219.952670009921"
"2875","1384","1376","Abel von Brösigke berichtet Markgraf Christian Wilhelm von Brandenburg, postuliertem Administrator des Erzstifts Magdeburg, dass sich Martin Jonnies, Amtmann zu Heldrungen, erboten habe, das Gut Prester für 6.000 Taler zu kaufen. Er bittet ihn, den Möllenvogt zu Magdeburg anzuweisen, den Verkauf in die Wege zu leiten, Magdeburg, 5. Februar 1609.","1609-02-05","1609-02-05","Landesarchiv Sachsen-Anhalt","6 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 25v-28r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1384-1.jpg;1384-2.jpg;1384-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260657375.532975984279"
"2876","1385","1377","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, teilt Magister David Kühn, seinem Möllenvogt zu Magdeburg, sowie Abt und Koadjutor des Klosters Berge mit, dass Martin Jonnies das Gut Prester kaufen möchte und mehr bietet, als andere Interessenten zuvor geboten haben. Er ordnet an, die Erben von Peter Giebenden dazu anzuhören, Halle, 11. Februar 1609","1609-02-11","1609-02-11","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 28r-28v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1385-1.jpg;1385-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260657513.110389718762"
"2877","1386","1378","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, teilt Schultheiß und Schöffen der Stadt Magdeburg mit, dass Abel von Brösigke vorschlägt, ihm anstelle des Guts Prester, das sich nicht bezahlt macht, zur Begleichung der Schulden der Erben von Peter Giebenden die Häuser der Familie Giebenden in der Stadt Magdeburg zu überlassen, Halle, 27. Juni 1609.","1609-06-27","1609-06-27","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 29r-29v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1386-1.jpg;1386-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260658040.234375607525"
"2878","1387","1379","Der Magdeburger Abel von Brösigke berichtet Markgraf Christian Wilhelm von Brandenburg, postuliertem Administrator des Erzstifts Magdeburg, dass ihm der Abt des Klosters Berge gestern das Gut Prester aus dem Besitz Peter Giebendens zum Eigentum übergeben hat, wobei das Gut mit 4.000 Talern bewertet wird. Er schlägt jedoch vor, die Schulden abzutragen, indem die Häuser Peter Giebendens am Breiten Weg und anderswo in der Stadt Magdeburg versteigert werden, Magdeburg, 23. Juni 1609.","1609-06-13","1609-06-23","Landesarchiv Sachsen-Anhalt","7 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 29v-32v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1387-1.jpg;1387-2.jpg;1387-3.jpg;1387-4.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260658181.377935871378"
"2879","1388","1380","Johann Gericke, Schultheiß der Stadt Magdeburg, teilt Markgraf Christian Wilhelm von Brandenburg, postuliertem Administrator des Erzstifts Magdeburg, mit, dass er im Streit zwischen Abel von Brösigke und den Vormündern der Erben des Peter Giebenden nicht nur sein Schreiben erhalten habe, sondern auch den Gegenbericht der Vormünder, die er ihm zur Kenntnis gibt, Magdeburg, 25. August 1609.","1609-08-25","1609-08-25","Landesarchiv Sachsen-Anhalt","3 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 32v-33v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1388-1.jpg;1388-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260658318.375265772625"
"2880","1389","1381","Die Vormünder der Kinder des verstorbenen Magdeburger Bürgers Peter Giebenden teilen dem Schultheißen der Stadt Magdeburg mit, dass sie den Vorschlag Abels von Brösigke vom 23. Juni 1609 nicht zustimmen, da Peter Giebenden nie Grundstücke in Magdeburg an Abel von Brösigke übertragen habe. Sie werfen Abel vom Brösigke zudem vor, die Eigentumsrechte weiblicher Familienmitglieder am Gut Prester zu missachten, Magdeburg, 14. August 1609.","1609-08-14","1609-08-14","Landesarchiv Sachsen-Anhalt","9 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 33v-37v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1389-1.jpg;1389-2.jpg;1389-3.jpg;1389-4.jpg;1389-5.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260658455.072098955925"
"2881","1390","1382","Der Magdeburger Abel von Brösigke bittet Markgraf Christian Wilhelm von Brandenburg, postulierten Administrator des Erzstifts Magdeburg, Johann Gericke, dem Schultheißen der Stadt Magdeburg, zu befehlen, dass er ihm die Häuser in Magdeburg aus dem Nachlass Peter Giebenden zur Begleichung seiner Schulden einräumt, Magdeburg, 30. November 1309.","1609-11-30","1609-11-30","Landesarchiv Sachsen-Anhalt","6 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 37v-40r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1390-1.jpg;1390-2.jpg;1390-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260659201.456422718113"
"2882","1391","1383","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, erinnert Johann Gericke, den Schutheiß der Stadt Magdeburg, abermals an die Forderung Abels von Brösigke und befiehlt ihm, den Prozess schleunigts zu Ende zu führen, Halle, 10. März 1610.","1610-03-10","1610-03-10","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 40r-40v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1391-1.jpg;1391-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260659599.769312156804"
"2883","1392","1384","Die Magdeburger Bürger Burchard Stoppelherr und David Nesener, Vormünder und Ehemänner von Catharina und Anna Giebenden, der Töchter von Peter Giebenden, appellieren nach dem Urteil des Möllenvogts zu Magdeburg vom 10. November 1610, das sie verurteilt, alle Forderungen Abels von Brösigke zu bezahlen, an Markgraf Christian Wilhelm von Brandenburg, postulierten Administrator des Erzstifts Magdeburg, und bitten ihn, das Verfahren der Appellation ordnungsgemäß durchzuführen, Magdeburg, 30. November 1610.","1610-11-30","1610-11-30","Landesarchiv Sachsen-Anhalt","4 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 40v-42r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1392-1.jpg;1392-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260700168.014149530237"
"2884","1393","1385","Der kaiserliche Notar Jakob Kramsack beurkundet, dass die Magdeburger Bürger Burchard Stoppelherr und David Nesener, Vormünder und Ehemänner von Catharina und Anna Giebenden, der Töchter von Peter Giebenden bei ihm persönlich erschienen und vom Urteil berichten, dass die Möllenvogtei zu Magdeburg am 10. November 1610 gegen sie erlassen hat. Er protokolliert, dass die Verurteilten eine Appellation an Markgraf Christian Wilhelm von Brandenburg, postulierten Administrator des Erzstifts Magdeburg, richten, und hält ihr Schreiben vom 15. November 1610 im Wortlaut fest, Magdeburg, 17. November 1610.","1610-11-17","1610-11-17","Landesarchiv Sachsen-Anhalt","11 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 42v-47v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, Original ehemals mit Unterschrift des Notars Jakob Kramsack, dt., Tinte auf Papier",,,,,"1393-1.jpg;1393-2.jpg;1393-3.jpg;1393-4.jpg;1393-5.jpg;1393-6.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260700288.697262135912"
"2885","1394","1386","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, berichtet Magister David Kühn, seinem Möllenvogt zu Magdeburg, von der Appellation der Vormünder der Erben des Peter Giebenden gegen Abel von Brösigke und teilt ihm mit, dass beide Seiten am 16. Februar 1611 von Kanzler und Räten des Erzstifts Magdeburg angehört werden. Er befiehlt ihm, entsprechende Bescheide auszufertigen, Magdeburg, 10. Dezember 1610.","1610-12-10","1610-12-10","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 48r-48v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1394-1.jpg;1394-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260700431.735826044618"
"2886","1395","1387","Der Magdeburger Bürger Burchard Stoppelherr, Vormund und Ehemann von Catharina Giebenden, Tochter von Peter Giebenden, teilt Markgraf Christian Wilhelm von Brandenburg, postuliertem Administrator des Erzstifts Magdeburg, den Tod seines Schwagers Ulrich Giebenden mit und berichtet von den Auseinandersetzungen um das Erbe Peter Giebendens seit 1603 und die Ansprüche Abels von Brösigke, Magdeburg, 14. Februar 1611.","1611-02-14","1611-02-14","Landesarchiv Sachsen-Anhalt","22 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 48v-59r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1395-01.jpg;1395-02.jpg;1395-03.jpg;1395-04.jpg;1395-05.jpg;1395-06.jpg;1395-07.jpg;1395-08.jpg;1395-09.jpg;1395-10.jpg;1395-11.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503070723136.453125724115"
"2887","1396","1388","Clemens Strathen, Abt des Klosters Berge vor Magdeburg, erklärt, einen Verwalter für das Gut Prester einzusetzen, das ehemals im Besitz des verstorbenen Magdeburger Kaufmanns Peter Giebenden war, und ordnet an, dass aus den Erträgen dieses Guts die Schulden Peter Giebendens, die an dessen Erben gefallen sind, zu bezahlen sind, 1. Juli 1605.","1605-07-01","1605-07-01","Landesarchiv Sachsen-Anhalt","7 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 59r-62r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1396-1.jpg;1396-2.jpg;1396-3.jpg;1396-4.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503070723299.225319526541"
"2888","1397","1389","Der Gerichtshalter des Klosters Berge weist Johann Zieger, den Verwalter des Gutes Prester an, Erträge an Burchard Stoppelherr abzuführen, damit dieser Forderungen an die Erben des Peter Giebenden begleichen kann, Kloster Berge, 5. Oktober 1605.","1605-10-05","1605-10-05","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 62r-62v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1397-1.jpg;1397-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503070723438.939772361239"
"2889","1398","1390","Wilhelm Forst, Gerichtsvogt des Kloster Berge, weist Johann Zieger, den Verwalter des Gutes Prester an, ein Teil des Getreides an Burchard Stoppelherr zu übergeben, weil dieser verschiedene Ausgaben, u. a. Gesindelohn, in Höhe von 137 Taler 6 Groschen ausgelegt hat, 10. Oktober 1605.","1605-10-10","1605-10-10","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 62v-63r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1398-1.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503070724034.217979617018"
"2890","1399","1391","Der Domdechant des Magdeburger Domkapitels schreibt an Clemens Strathen, Abt des Klosters Berge vor Magdeburg, und erteilt seine Zustimmung, dass Erntegelder an Burchard Stoppelherr als Vertreter der Erben des Peter Giebenden ausgezahlt werden, Halle, 3. März 1608.","1608-03-03","1608-03-03","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 63r-63v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1399-1.jpg;1399-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503070724208.302827834553"
"2891","1400","1392","Clemens Strathen, Abt des Klosters Berge vor Magdeburg, teilt Abel von Brösigke mit, dass Burchard Stoppelherr verschiedene Summen Geldes aus den Erträgen des Gutes Prester mit seiner Zustimmung entnommen hat, um Auslagen zu begleichen, 4. Dezember 1610.","1610-12-04","1610-12-04","Landesarchiv Sachsen-Anhalt","3 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 63v-64v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1400-1.jpg;1400-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503070724427.164498418767"
"2892","1401","1393","Auf Anforderung Abels von Brösigke, Gläubiger der Erben des verstorbenen Magdeburger Kaufmannes Peter Giebenden, und von Clemens Strathen, Abt des Klosters Berge vor Magdeburg, wird der Wert des Gutes Prester bei Magdeburg, ehemals im Besitz von Peter Giebenden, taxiert. Dabei wird ein Wert von 8.592 Taler 16 Groschen ermittelt, 16./17. Juni 1606.","1606-06-16","1606-06-17","Landesarchiv Sachsen-Anhalt","7 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 69r-73r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1401-1.jpg;1401-2.jpg;1401-3.jpg;1401-4.jpg;1401-5.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120832533.740281932749"
"2893","1402","1394","Der Magdeburger Bürger Burchard Stoppelherr, einer der Vormünder der Erben des Magdeburger Kaufmanns Peter Giebenden, erinnert Markgraf Christian Wilhelm von Brandenburg, postulierten Administrator des Erzstifts Magdeburg, an seine beiden an ihn gerichteten Bittschriften und bittet um Wiedererlangung des Gutes Prester, das jetzt Abel von Brösigke besitzt, Magdeburg, 26. Februar 1611.","1611-02-26","1611-02-26","Landesarchiv Sachsen-Anhalt","4 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 73r-74v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1402-1.jpg;1402-2.jpg;1402-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120833083.258887184051"
